ne
y06	0.48659892084232426	0.08039400455233994	0.3360408647350402	0.32469876780480195	0.1007216955744253	0.08277786174044939
y06	0.4941014131814055	0.08091869853784298	0.3263780636151948	0.31674896976853023	0.09987705617052152	0.08422629458541785
y07	0.4940834549539212	0.07648433778481817	0.4012278429517617	0.32596533824411195	0.14739030975668027	0.13831317912983854
y07	0.49435083263158763	0.0766339124590621	0.29450533344302804	0.29383845199585085	0.13967078680695993	0.12564082840291527
y04	0.4948190513942174	0.07648433778481817	0.3739006725643572	0.35466407326751154	0.10980338786596901	0.09163674221747821
y04	0.49326496886888876	0.07898840301770829	0.374707367074111	0.3395243497540209	0.12701886511910912	0.10871215894093722
y05	0.4941014131814055	0.07755019208274734	0.29060701405072353	0.2745269751416691	0.15947280217769239	0.15049456140491252
y05	0.49326496886888876	0.07755019208274734	0.26306307062428747	0.28477824786603173	0.1309224461664391	0.11612193867356976
y08	0.4943664897048115	0.0782327752146688	0.30678598443891303	0.2923243672153646	0.1259354097494295	0.11252881036243123
y08	0.4799573280126258	0.07755019208274734	0.30671127107256674	0.28869016343463966	0.097491130771952	0.07642761391115457
y09	0.49435083263158763	0.09029322202368051	0.3994471441904988	0.3616540479225164	0.10098532845492476	0.08401839272154388
y09	0.49378953385219937	0.0839089032216763	0.4013074319149436	0.3467973843694612	0.11716779078797501	0.10361123537145603
y18	0.4948190513942174	0.07898840301770829	0.17522271082881788	0.2387961990120241	0.12357813174044513	0.1060389719137219
y18	0.4948190513942174	0.07638510356831352	0.1720330610945448	0.21458584427474497	0.10869807033358578	0.08418133970352017
y21	0.49378953385219937	0.0860563382362331	0.21769851734275875	0.2774998161620157	0.12204254875002331	0.11051766254945672
y21	0.49310440609483347	0.08157415955272958	0.25058800868546544	0.3045595695840263	0.1235002894678748	0.11465491595194498
y20	0.49418923963055456	0.07844645628763063	0.35040417815919467	0.3240402754891187	0.11494699564283108	0.0980392470917
y20	0.4936037087927372	0.07760206738336456	0.3565344255574996	0.3267029717625637	0.10764816979157649	0.08923604592850952
y14	0.4941014131814055	0.07755019208274734	0.3121192183398616	0.2970436231231486	0.12150821056579525	0.10457728222697818
y14	0.49381017696626417	0.07954174330322487	0.32988163444085244	0.29938678885881914	0.13184189069640784	0.12235842772241079
y17	0.4928599349447256	0.08390172375606673	0.42049646506471017	0.3737056130276883	0.11575832632928429	0.09438004672367878
y17	0.49435083263158763	0.07713892160369844	0.17908453361467103	0.2723614884995325	0.1401857617148041	0.13212036871954863
y16	0.49209822879106396	0.08416856992111203	0.1745379128861535	0.20998379766687925	0.09372578810138871	0.06917257538507694
y16	0.49199340527943625	0.0863767714810092	0.15007749160657596	0.19226635329472397	0.088947600569506	0.07103751291427449
